date,platform,campaign,spend,clicks,impressions
2025-11-20,Google Ads,Retargeting,386.81,1971,8486
2025-11-20,Meta Ads,Brand,259.48,89,18714
2025-11-20,TikTok Ads,Prospecting,302.36,635,6537
2025-11-21,Google Ads,Brand,153.96,1268,26161
2025-11-21,Meta Ads,Prospecting,29.05,803,26209
2025-11-21,TikTok Ads,Prospecting,41.32,441,25859
2025-11-22,Google Ads,Brand,336.76,1110,4424
2025-11-22,Meta Ads,Retargeting,166.47,1129,23793
2025-11-22,TikTok Ads,Brand,456.83,1565,23034
2025-11-23,Google Ads,Prospecting,408.92,1230,15191
2025-11-23,Meta Ads,Brand,183.65,1718,41732
2025-11-23,TikTok Ads,Prospecting,435.56,1622,48790
2025-11-24,Google Ads,Retargeting,381.15,1673,8157
2025-11-24,Meta Ads,Retargeting,206.29,1497,45431
2025-11-24,TikTok Ads,Prospecting,432.09,1940,36046
2025-11-25,Google Ads,Prospecting,223.44,1492,38244
2025-11-25,Meta Ads,Retargeting,144.85,1986,25988
2025-11-25,TikTok Ads,Prospecting,377.9,1913,16612
2025-11-26,Google Ads,Brand,455.7,594,45734
2025-11-26,Meta Ads,Prospecting,61.06,531,36573
2025-11-26,TikTok Ads,Prospecting,182.02,828,3530
2025-11-27,Google Ads,Retargeting,151.65,570,44203
2025-11-27,Meta Ads,Prospecting,395.56,1679,40845
2025-11-27,TikTok Ads,Brand,79.67,1184,44304
2025-11-28,Google Ads,Prospecting,421.28,1755,12716
2025-11-28,Meta Ads,Prospecting,242.11,920,1581
2025-11-28,TikTok Ads,Prospecting,37.76,754,32470
2025-11-29,Google Ads,Retargeting,425.28,466,27778
2025-11-29,Meta Ads,Brand,298.19,182,19117
2025-11-29,TikTok Ads,Retargeting,284.69,1972,5197
2025-11-30,Google Ads,Prospecting,106.31,1588,19097
2025-11-30,Meta Ads,Prospecting,437.15,280,15904
2025-11-30,TikTok Ads,Retargeting,103.76,1804,41497
2025-12-01,Google Ads,Retargeting,43.8,254,43899
2025-12-01,Meta Ads,Brand,108.44,1057,29856
2025-12-01,TikTok Ads,Retargeting,172.32,1153,48012
2025-12-02,Google Ads,Brand,49.19,1483,17977
2025-12-02,Meta Ads,Prospecting,27.74,1750,24156
2025-12-02,TikTok Ads,Retargeting,364.79,1249,16381
2025-12-03,Google Ads,Prospecting,72.4,1058,30085
2025-12-03,Meta Ads,Brand,265.3,505,14372
2025-12-03,TikTok Ads,Prospecting,293.78,1718,45631
2025-12-04,Google Ads,Prospecting,54.27,893,19552
2025-12-04,Meta Ads,Brand,31.85,1263,24611
2025-12-04,TikTok Ads,Prospecting,488.05,1857,43728
2025-12-05,Google Ads,Prospecting,245.93,622,41757
2025-12-05,Meta Ads,Brand,96.95,111,20062
2025-12-05,TikTok Ads,Brand,457.7,72,7962
2025-12-06,Google Ads,Retargeting,121.51,661,34475
2025-12-06,Meta Ads,Retargeting,394.82,1060,39108
2025-12-06,TikTok Ads,Retargeting,185.15,460,25827
2025-12-07,Google Ads,Retargeting,35.65,1507,10835
2025-12-07,Meta Ads,Prospecting,386.05,1349,6140
2025-12-07,TikTok Ads,Brand,480.14,479,38054
2025-12-08,Google Ads,Retargeting,498.95,1310,36928
2025-12-08,Meta Ads,Retargeting,220.68,1521,8945
2025-12-08,TikTok Ads,Retargeting,403.14,1263,31954
2025-12-09,Google Ads,Retargeting,271.74,923,21770
2025-12-09,Meta Ads,Prospecting,113.61,1198,20206
2025-12-09,TikTok Ads,Brand,177.77,1656,24721
2025-12-10,Google Ads,Brand,238.79,1552,8563
2025-12-10,Meta Ads,Retargeting,135.7,1520,27864
2025-12-10,TikTok Ads,Prospecting,58.25,1167,34137
2025-12-11,Google Ads,Brand,459.03,1358,32729
2025-12-11,Meta Ads,Retargeting,130.57,1630,28449
2025-12-11,TikTok Ads,Brand,293.28,1713,9210
2025-12-12,Google Ads,Retargeting,137.57,1882,27713
2025-12-12,Meta Ads,Retargeting,300.68,302,40685
2025-12-12,TikTok Ads,Prospecting,402.01,719,21568
2025-12-13,Google Ads,Brand,59.12,882,34097
2025-12-13,Meta Ads,Brand,296.49,1315,13982
2025-12-13,TikTok Ads,Brand,440.67,51,11929
2025-12-14,Google Ads,Brand,220.94,1587,37344
2025-12-14,Meta Ads,Retargeting,466.46,1541,7618
2025-12-14,TikTok Ads,Brand,437.34,1727,29273
2025-12-15,Google Ads,Brand,351.22,169,9675
2025-12-15,Meta Ads,Retargeting,436.1,1901,26435
2025-12-15,TikTok Ads,Prospecting,190.1,843,46673
2025-12-16,Google Ads,Retargeting,135.89,620,8800
2025-12-16,Meta Ads,Prospecting,450.76,1859,23062
2025-12-16,TikTok Ads,Retargeting,312.2,240,48328
2025-12-17,Google Ads,Brand,55.4,1905,24262
2025-12-17,Meta Ads,Prospecting,457.12,1311,30475
2025-12-17,TikTok Ads,Retargeting,420.71,612,32267
2025-12-18,Google Ads,Retargeting,84.61,395,48428
2025-12-18,Meta Ads,Retargeting,459.84,1938,34382
2025-12-18,TikTok Ads,Brand,93.08,35,39899
2025-12-19,Google Ads,Retargeting,197.54,1349,30722
2025-12-19,Meta Ads,Prospecting,173.81,381,34336
2025-12-19,TikTok Ads,Retargeting,302.28,1954,7350
2025-12-20,Google Ads,Brand,162.73,718,4164
2025-12-20,Meta Ads,Retargeting,268.49,1095,38999
2025-12-20,TikTok Ads,Retargeting,425.15,893,19694
2025-12-21,Google Ads,Prospecting,204.35,1570,12692
2025-12-21,Meta Ads,Brand,40.13,1955,49144
2025-12-21,TikTok Ads,Retargeting,121.13,1083,19235
2025-12-22,Google Ads,Retargeting,442.2,663,7518
2025-12-22,Meta Ads,Prospecting,156.7,262,19864
2025-12-22,TikTok Ads,Prospecting,253.59,478,12096
2025-12-23,Google Ads,Prospecting,470.82,551,40725
2025-12-23,Meta Ads,Brand,463.77,1384,19260
2025-12-23,TikTok Ads,Brand,66.07,1150,34338
2025-12-24,Google Ads,Brand,33.13,1868,3604
2025-12-24,Meta Ads,Retargeting,278.2,419,1436
2025-12-24,TikTok Ads,Prospecting,419.6,72,25218
2025-12-25,Google Ads,Brand,155.28,1961,38431
2025-12-25,Meta Ads,Prospecting,371.4,1086,9269
2025-12-25,TikTok Ads,Prospecting,161.57,244,47940
2025-12-26,Google Ads,Retargeting,461.21,265,30124
2025-12-26,Meta Ads,Prospecting,256.76,197,9966
2025-12-26,TikTok Ads,Prospecting,371.18,258,24181
2025-12-27,Google Ads,Brand,377.25,475,48668
2025-12-27,Meta Ads,Brand,177.02,1058,22976
2025-12-27,TikTok Ads,Prospecting,237.66,1526,34609
2025-12-28,Google Ads,Retargeting,392.98,1467,46084
2025-12-28,Meta Ads,Prospecting,448.29,98,29401
2025-12-28,TikTok Ads,Brand,467.54,1646,35163
2025-12-29,Google Ads,Prospecting,111.39,1163,44327
2025-12-29,Meta Ads,Retargeting,37.11,1319,42109
2025-12-29,TikTok Ads,Brand,138.04,1220,25655
2025-12-30,Google Ads,Brand,343.21,563,31809
2025-12-30,Meta Ads,Brand,252.56,403,49074
2025-12-30,TikTok Ads,Prospecting,155.65,426,42600
2025-12-31,Google Ads,Brand,476.4,1775,48401
2025-12-31,Meta Ads,Retargeting,122.81,909,5408
2025-12-31,TikTok Ads,Prospecting,287.71,447,47529
