date,platform,campaign,spend,clicks,impressions,cost_per_click,click_through_rate
2025-09-04,Meta Ads,Brand,181.95,53,5551,3.43,0.0095
2025-09-04,TikTok Ads,Prospecting,65.66,1663,28202,0.04,0.059
2025-09-05,Google Ads,Retargeting,164.48,669,23663,0.25,0.0283
2025-09-05,Meta Ads,Prospecting,58.29,1606,21524,0.04,0.0746
2025-09-05,TikTok Ads,Prospecting,313.91,825,20558,0.38,0.0401
2025-09-06,Google Ads,Retargeting,492.3,1030,43014,0.48,0.0239
2025-09-06,Meta Ads,Brand,424.68,1940,41499,0.22,0.0467
2025-09-06,TikTok Ads,Brand,34.06,117,1681,0.29,0.0696
2025-09-07,Google Ads,Brand,70.47,681,46062,0.1,0.0148
2025-09-07,Meta Ads,Retargeting,229.13,368,6768,0.62,0.0544
2025-09-07,TikTok Ads,Brand,367.57,1683,25174,0.22,0.0669
2025-09-08,Google Ads,Retargeting,494.99,1933,46104,0.26,0.0419
2025-09-08,Meta Ads,Brand,144.65,1627,3823,0.09,0.4256
2025-09-08,TikTok Ads,Brand,43.04,643,5917,0.07,0.1087
2025-09-09,Google Ads,Prospecting,178.08,1274,25874,0.14,0.0492
2025-09-09,Meta Ads,Prospecting,355.36,1914,10028,0.19,0.1909
2025-09-09,TikTok Ads,Retargeting,241.13,278,21927,0.87,0.0127
2025-09-10,Google Ads,Brand,381.46,1838,28085,0.21,0.0654
2025-09-10,Meta Ads,Retargeting,234.45,270,35194,0.87,0.0077
2025-09-10,TikTok Ads,Retargeting,135.45,998,44336,0.14,0.0225
2025-09-11,Google Ads,Prospecting,488.65,679,48897,0.72,0.0139
2025-09-11,Meta Ads,Prospecting,128.4,560,20414,0.23,0.0274
2025-09-11,TikTok Ads,Retargeting,59.74,1163,16884,0.05,0.0689
2025-09-12,Google Ads,Retargeting,330.62,1772,14493,0.19,0.1223
2025-09-12,Meta Ads,Retargeting,57.45,1032,4949,0.06,0.2085
2025-09-12,TikTok Ads,Brand,26.3,462,31680,0.06,0.0146
2025-09-13,Google Ads,Prospecting,110.2,234,23311,0.47,0.01
2025-09-13,Meta Ads,Brand,410.72,1579,35579,0.26,0.0444
2025-09-13,TikTok Ads,Retargeting,432.06,1577,21435,0.27,0.0736
2025-09-14,Google Ads,Retargeting,237.93,335,34063,0.71,0.0098
2025-09-14,Meta Ads,Brand,458.78,468,24831,0.98,0.0188
2025-09-14,TikTok Ads,Prospecting,488.03,1797,41663,0.27,0.0431
2025-09-15,Google Ads,Retargeting,117.45,839,13317,0.14,0.063
2025-09-15,Meta Ads,Brand,153.36,356,45975,0.43,0.0077
2025-09-15,TikTok Ads,Prospecting,476.72,1202,43492,0.4,0.0276
2025-09-16,Google Ads,Brand,90.7,1814,8023,0.05,0.2261
2025-09-16,Meta Ads,Retargeting,72.9,53,31202,1.38,0.0017
2025-09-16,TikTok Ads,Brand,148.04,995,44377,0.15,0.0224
2025-09-17,Google Ads,Retargeting,237.27,563,8754,0.42,0.0643
2025-09-17,Meta Ads,Retargeting,60.35,903,14897,0.07,0.0606
2025-09-17,TikTok Ads,Brand,210.53,902,34287,0.23,0.0263
2025-09-18,Google Ads,Prospecting,45.52,578,25233,0.08,0.0229
2025-09-18,Meta Ads,Brand,43.58,803,48972,0.05,0.0164
2025-09-18,TikTok Ads,Prospecting,113.09,407,27390,0.28,0.0149
2025-09-19,Google Ads,Brand,305.14,1104,40809,0.28,0.0271
2025-09-19,Meta Ads,Prospecting,268.94,243,45640,1.11,0.0053
2025-09-19,TikTok Ads,Brand,330.25,1983,8279,0.17,0.2395
2025-09-20,Google Ads,Brand,75.29,1853,3338,0.04,0.5551
2025-09-20,Meta Ads,Retargeting,147.77,154,35873,0.96,0.0043
2025-09-20,TikTok Ads,Brand,152.22,1827,41646,0.08,0.0439
2025-09-21,Google Ads,Retargeting,363.6,822,26748,0.44,0.0307
2025-09-21,Meta Ads,Brand,125.55,1707,46330,0.07,0.0368
2025-09-21,TikTok Ads,Prospecting,257.68,370,14341,0.7,0.0258
2025-09-22,Google Ads,Prospecting,325.71,1465,40079,0.22,0.0366
2025-09-22,Meta Ads,Prospecting,372.26,213,13129,1.75,0.0162
2025-09-22,TikTok Ads,Retargeting,455.74,1294,32244,0.35,0.0401
2025-09-23,Google Ads,Retargeting,166.56,1876,46084,0.09,0.0407
2025-09-23,Meta Ads,Brand,101.71,1415,5551,0.07,0.2549
2025-09-23,TikTok Ads,Brand,109.93,1862,30833,0.06,0.0604
2025-09-24,Google Ads,Brand,481.88,1384,32103,0.35,0.0431
2025-09-24,Meta Ads,Prospecting,180.35,383,18290,0.47,0.0209
2025-09-24,TikTok Ads,Brand,101.95,1577,1637,0.06,0.9633
2025-09-25,Google Ads,Retargeting,189.03,990,39217,0.19,0.0252
2025-09-25,Meta Ads,Brand,254.39,526,31970,0.48,0.0165
2025-09-25,TikTok Ads,Brand,41.68,55,38176,0.76,0.0014
2025-09-26,Google Ads,Retargeting,495.4,1730,15961,0.29,0.1084
2025-09-26,Meta Ads,Retargeting,261.51,1566,10606,0.17,0.1477
2025-09-26,TikTok Ads,Brand,68.0,1666,49246,0.04,0.0338
2025-09-27,Google Ads,Prospecting,237.26,1524,23988,0.16,0.0635
2025-09-27,Meta Ads,Retargeting,143.52,1016,17615,0.14,0.0577
2025-09-27,TikTok Ads,Prospecting,240.2,1715,24109,0.14,0.0711
2025-09-28,Google Ads,Prospecting,360.88,1845,34936,0.2,0.0528
2025-09-28,Meta Ads,Retargeting,431.34,1867,40042,0.23,0.0466
2025-09-28,TikTok Ads,Prospecting,74.13,1424,35033,0.05,0.0406
2025-09-29,Google Ads,Retargeting,327.1,322,27890,1.02,0.0115
2025-09-29,Meta Ads,Brand,336.5,310,24409,1.09,0.0127
2025-09-29,TikTok Ads,Prospecting,34.83,1202,49562,0.03,0.0243
2025-09-30,Google Ads,Retargeting,487.18,756,14520,0.64,0.0521
2025-09-30,Meta Ads,Retargeting,62.85,1905,25758,0.03,0.074
2025-09-30,TikTok Ads,Retargeting,71.81,580,42083,0.12,0.0138
2025-10-01,Google Ads,Retargeting,281.56,1888,30443,0.15,0.062
2025-10-01,Meta Ads,Retargeting,103.98,1884,45503,0.06,0.0414
2025-10-01,TikTok Ads,Prospecting,446.24,820,39610,0.54,0.0207
2025-10-02,Google Ads,Prospecting,473.73,585,21271,0.81,0.0275
2025-10-02,Meta Ads,Brand,39.73,1085,46995,0.04,0.0231
2025-10-02,TikTok Ads,Prospecting,420.4,271,29407,1.55,0.0092
2025-10-03,Google Ads,Prospecting,292.0,1643,23740,0.18,0.0692
2025-10-03,Meta Ads,Prospecting,72.89,37,33697,1.97,0.0011
2025-10-03,TikTok Ads,Retargeting,90.62,1414,10845,0.06,0.1304
2025-10-04,Google Ads,Retargeting,484.0,1297,37578,0.37,0.0345
2025-10-04,Meta Ads,Retargeting,98.05,1017,19891,0.1,0.0511
2025-10-04,TikTok Ads,Brand,403.9,51,30744,7.92,0.0017
2025-10-05,Google Ads,Brand,124.32,1710,39867,0.07,0.0429
2025-10-05,Meta Ads,Brand,45.53,646,1333,0.07,0.4846
2025-10-05,TikTok Ads,Prospecting,189.08,1728,1042,0.11,1.6583
2025-10-06,Google Ads,Brand,140.69,737,19564,0.19,0.0377
2025-10-06,Meta Ads,Retargeting,339.36,1594,37749,0.21,0.0422
2025-10-06,TikTok Ads,Brand,477.77,1480,18738,0.32,0.079
2025-10-07,Google Ads,Brand,498.04,422,29314,1.18,0.0144
2025-10-07,Meta Ads,Retargeting,460.76,615,15343,0.75,0.0401
2025-10-07,TikTok Ads,Brand,247.13,746,17300,0.33,0.0431
2025-10-08,Google Ads,Retargeting,325.78,885,27156,0.37,0.0326
2025-10-08,Meta Ads,Brand,448.66,1904,20793,0.24,0.0916
2025-10-08,TikTok Ads,Retargeting,169.15,1174,29561,0.14,0.0397
2025-10-09,Google Ads,Retargeting,440.45,1667,38890,0.26,0.0429
2025-10-09,Meta Ads,Brand,347.99,428,17385,0.81,0.0246
2025-10-09,TikTok Ads,Brand,219.83,428,20730,0.51,0.0206
2025-10-10,Google Ads,Prospecting,61.09,1180,42177,0.05,0.028
2025-10-10,Meta Ads,Prospecting,282.0,789,29632,0.36,0.0266
2025-10-10,TikTok Ads,Brand,86.53,925,46490,0.09,0.0199
2025-10-11,Google Ads,Prospecting,261.83,1423,47700,0.18,0.0298
2025-10-11,Meta Ads,Prospecting,244.82,895,31575,0.27,0.0283
2025-10-11,TikTok Ads,Prospecting,481.49,964,2813,0.5,0.3427
2025-10-12,Google Ads,Retargeting,32.68,1590,28585,0.02,0.0556
2025-10-12,Meta Ads,Brand,382.81,1279,20817,0.3,0.0614
2025-10-12,TikTok Ads,Brand,298.55,784,9341,0.38,0.0839
2025-10-13,Google Ads,Retargeting,280.77,1178,20224,0.24,0.0582
2025-10-13,Meta Ads,Brand,382.56,824,9253,0.46,0.0891
2025-10-13,TikTok Ads,Prospecting,341.64,967,34948,0.35,0.0277
2025-10-14,Google Ads,Prospecting,422.82,193,4584,2.19,0.0421
2025-10-14,Meta Ads,Prospecting,418.35,1350,8015,0.31,0.1684
2025-10-14,TikTok Ads,Prospecting,305.28,1703,20043,0.18,0.085
2025-10-15,Google Ads,Retargeting,251.1,698,4988,0.36,0.1399
2025-10-15,Meta Ads,Brand,375.43,1401,34477,0.27,0.0406
2025-10-15,TikTok Ads,Retargeting,364.14,1456,14439,0.25,0.1008
2025-10-16,Google Ads,Retargeting,89.19,1536,33460,0.06,0.0459
2025-10-16,Meta Ads,Brand,127.3,1403,42921,0.09,0.0327
2025-10-16,TikTok Ads,Brand,164.43,656,48129,0.25,0.0136
2025-10-17,Google Ads,Brand,406.7,1297,46074,0.31,0.0282
2025-10-17,Meta Ads,Brand,75.06,20,11028,3.75,0.0018
2025-10-17,TikTok Ads,Retargeting,442.35,1084,7348,0.41,0.1475
2025-10-18,Google Ads,Brand,118.06,990,2615,0.12,0.3786
2025-10-18,Meta Ads,Retargeting,233.03,133,8983,1.75,0.0148
2025-10-18,TikTok Ads,Prospecting,214.19,396,16396,0.54,0.0242
2025-10-19,Google Ads,Retargeting,144.93,1274,45651,0.11,0.0279
2025-10-19,Meta Ads,Prospecting,432.47,1283,9073,0.34,0.1414
2025-10-19,TikTok Ads,Prospecting,90.2,64,13111,1.41,0.0049
2025-10-20,Google Ads,Brand,412.9,1366,16773,0.3,0.0814
2025-10-20,Meta Ads,Brand,265.53,1452,36827,0.18,0.0394
2025-10-20,TikTok Ads,Brand,248.56,613,19969,0.41,0.0307
2025-10-21,Google Ads,Retargeting,68.01,1225,33306,0.06,0.0368
2025-10-21,Meta Ads,Prospecting,340.5,821,26285,0.41,0.0312
2025-10-21,TikTok Ads,Retargeting,403.93,970,28321,0.42,0.0343
2025-10-22,Google Ads,Prospecting,91.12,600,30955,0.15,0.0194
2025-10-22,Meta Ads,Brand,290.82,42,39046,6.92,0.0011
2025-10-22,TikTok Ads,Prospecting,36.36,1352,44069,0.03,0.0307
2025-10-23,Google Ads,Retargeting,233.35,1879,24247,0.12,0.0775
2025-10-23,Meta Ads,Brand,244.6,1500,31038,0.16,0.0483
2025-10-23,TikTok Ads,Prospecting,24.38,344,24445,0.07,0.0141
2025-10-24,Google Ads,Retargeting,430.8,1050,14813,0.41,0.0709
2025-10-24,Meta Ads,Prospecting,453.22,1095,26599,0.41,0.0412
2025-10-24,TikTok Ads,Retargeting,50.13,1363,10922,0.04,0.1248
2025-10-25,Google Ads,Prospecting,334.85,1173,23235,0.29,0.0505
2025-10-25,Meta Ads,Prospecting,363.29,1631,10177,0.22,0.1603
2025-10-25,TikTok Ads,Prospecting,396.78,1368,20852,0.29,0.0656
2025-10-26,Google Ads,Prospecting,52.74,1738,43279,0.03,0.0402
2025-10-26,Meta Ads,Prospecting,200.73,986,40704,0.2,0.0242
2025-10-26,TikTok Ads,Retargeting,106.58,1471,34225,0.07,0.043
2025-10-27,Google Ads,Retargeting,272.21,285,46728,0.96,0.0061
2025-10-27,Meta Ads,Prospecting,302.65,1209,23812,0.25,0.0508
2025-10-27,TikTok Ads,Retargeting,316.39,846,5428,0.37,0.1559
2025-10-28,Google Ads,Brand,34.17,1520,11431,0.02,0.133
2025-10-28,Meta Ads,Brand,66.34,237,33730,0.28,0.007
2025-10-28,TikTok Ads,Retargeting,248.68,1576,16173,0.16,0.0974
2025-10-29,Google Ads,Retargeting,401.89,235,12403,1.71,0.0189
2025-10-29,Meta Ads,Retargeting,448.39,1567,28528,0.29,0.0549
2025-10-29,TikTok Ads,Brand,49.72,532,8502,0.09,0.0626
2025-10-30,Google Ads,Brand,426.46,169,29936,2.52,0.0056
2025-10-30,Meta Ads,Prospecting,311.14,1741,2930,0.18,0.5942
2025-10-30,TikTok Ads,Brand,174.16,1450,30459,0.12,0.0476
2025-10-31,Google Ads,Prospecting,83.94,1325,38603,0.06,0.0343
2025-10-31,Meta Ads,Retargeting,115.87,537,33184,0.22,0.0162
2025-10-31,TikTok Ads,Prospecting,345.85,481,14185,0.72,0.0339
2025-11-01,Google Ads,Retargeting,97.8,1686,35637,0.06,0.0473
2025-11-01,Meta Ads,Brand,61.29,69,42229,0.89,0.0016
2025-11-01,TikTok Ads,Retargeting,66.18,88,10211,0.75,0.0086
2025-11-02,Google Ads,Brand,192.59,855,38243,0.23,0.0224
2025-11-02,Meta Ads,Retargeting,434.96,717,13144,0.61,0.0545
2025-11-02,TikTok Ads,Retargeting,370.39,1885,48728,0.2,0.0387
2025-11-03,Google Ads,Retargeting,273.51,409,14597,0.67,0.028
2025-11-03,Meta Ads,Retargeting,417.24,1045,24075,0.4,0.0434
2025-11-03,TikTok Ads,Prospecting,316.87,1164,10035,0.27,0.116
2025-11-04,Google Ads,Brand,230.66,1300,25649,0.18,0.0507
2025-11-04,Meta Ads,Brand,293.19,280,34898,1.05,0.008
2025-11-04,TikTok Ads,Prospecting,68.44,1041,16110,0.07,0.0646
2025-11-05,Google Ads,Brand,308.72,697,2477,0.44,0.2814
2025-11-05,Meta Ads,Brand,414.24,613,17474,0.68,0.0351
2025-11-05,TikTok Ads,Prospecting,357.57,159,11345,2.25,0.014
2025-11-06,Google Ads,Prospecting,55.89,1198,16820,0.05,0.0712
2025-11-06,Meta Ads,Retargeting,467.27,1044,21462,0.45,0.0486
2025-11-06,TikTok Ads,Prospecting,316.95,1138,46712,0.28,0.0244
2025-11-07,Google Ads,Brand,299.73,1938,18239,0.15,0.1063
2025-11-07,Meta Ads,Retargeting,34.39,712,28617,0.05,0.0249
2025-11-07,TikTok Ads,Prospecting,116.25,1838,4892,0.06,0.3757
2025-11-08,Google Ads,Brand,118.03,1692,49095,0.07,0.0345
2025-11-08,Meta Ads,Prospecting,463.6,1378,5084,0.34,0.271
2025-11-08,TikTok Ads,Brand,256.91,1669,37952,0.15,0.044
2025-11-09,Google Ads,Retargeting,357.48,1587,3317,0.23,0.4784
2025-11-09,Meta Ads,Prospecting,490.91,1965,28278,0.25,0.0695
2025-11-09,TikTok Ads,Retargeting,374.86,1923,6281,0.19,0.3062
2025-11-10,Google Ads,Retargeting,249.81,285,18728,0.88,0.0152
2025-11-10,Meta Ads,Retargeting,40.04,92,33544,0.44,0.0027
2025-11-10,TikTok Ads,Retargeting,128.12,737,29279,0.17,0.0252
2025-11-11,Google Ads,Prospecting,165.64,1760,15926,0.09,0.1105
2025-11-11,Meta Ads,Brand,467.0,73,13856,6.4,0.0053
2025-11-11,TikTok Ads,Retargeting,311.91,796,45691,0.39,0.0174
2025-11-12,Google Ads,Retargeting,374.2,1151,32599,0.33,0.0353
2025-11-12,Meta Ads,Brand,205.82,792,46576,0.26,0.017
2025-11-12,TikTok Ads,Brand,226.26,894,37014,0.25,0.0242
2025-11-13,Google Ads,Brand,75.48,261,41347,0.29,0.0063
2025-11-13,Meta Ads,Prospecting,188.86,722,29608,0.26,0.0244
2025-11-13,TikTok Ads,Brand,134.32,208,39575,0.65,0.0053
2025-11-14,Google Ads,Brand,129.02,1550,36141,0.08,0.0429
2025-11-14,Meta Ads,Retargeting,41.97,1662,1976,0.03,0.8411
2025-11-14,TikTok Ads,Retargeting,139.96,136,6020,1.03,0.0226
2025-11-15,Google Ads,Brand,80.82,389,19520,0.21,0.0199
2025-11-15,Meta Ads,Brand,170.78,1253,43939,0.14,0.0285
2025-11-15,TikTok Ads,Brand,499.08,285,40722,1.75,0.007
2025-11-16,Google Ads,Prospecting,249.78,270,44030,0.93,0.0061
2025-11-16,Meta Ads,Brand,56.66,1941,36628,0.03,0.053
2025-11-16,TikTok Ads,Brand,257.57,1525,24393,0.17,0.0625
2025-11-17,Google Ads,Brand,232.9,639,25047,0.36,0.0255
2025-11-17,Meta Ads,Retargeting,160.49,1358,17004,0.12,0.0799
2025-11-17,TikTok Ads,Retargeting,448.63,673,46729,0.67,0.0144
2025-11-18,Google Ads,Retargeting,261.65,130,23717,2.01,0.0055
2025-11-18,Meta Ads,Prospecting,358.64,1293,32864,0.28,0.0393
2025-11-18,TikTok Ads,Prospecting,57.65,1887,9987,0.03,0.1889
2025-11-19,Google Ads,Retargeting,130.66,1539,37239,0.08,0.0413
2025-11-19,Meta Ads,Brand,78.92,1504,10303,0.05,0.146
2025-11-19,TikTok Ads,Brand,489.4,1450,29854,0.34,0.0486
2025-11-20,Google Ads,Retargeting,386.81,1971,8486,0.2,0.2323
2025-11-20,Meta Ads,Brand,259.48,89,18714,2.92,0.0048
2025-11-20,TikTok Ads,Prospecting,302.36,635,6537,0.48,0.0971
2025-11-21,Google Ads,Brand,153.96,1268,26161,0.12,0.0485
2025-11-21,Meta Ads,Prospecting,29.05,803,26209,0.04,0.0306
2025-11-21,TikTok Ads,Prospecting,41.32,441,25859,0.09,0.0171
2025-11-22,Google Ads,Brand,336.76,1110,4424,0.3,0.2509
2025-11-22,Meta Ads,Retargeting,166.47,1129,23793,0.15,0.0475
2025-11-22,TikTok Ads,Brand,456.83,1565,23034,0.29,0.0679
2025-11-23,Google Ads,Prospecting,408.92,1230,15191,0.33,0.081
2025-11-23,Meta Ads,Brand,183.65,1718,41732,0.11,0.0412
2025-11-23,TikTok Ads,Prospecting,435.56,1622,48790,0.27,0.0332
2025-11-24,Google Ads,Retargeting,381.15,1673,8157,0.23,0.2051
2025-11-24,Meta Ads,Retargeting,206.29,1497,45431,0.14,0.033
2025-11-24,TikTok Ads,Prospecting,432.09,1940,36046,0.22,0.0538
2025-11-25,Google Ads,Prospecting,223.44,1492,38244,0.15,0.039
2025-11-25,Meta Ads,Retargeting,144.85,1986,25988,0.07,0.0764
2025-11-25,TikTok Ads,Prospecting,377.9,1913,16612,0.2,0.1152
2025-11-26,Google Ads,Brand,455.7,594,45734,0.77,0.013
2025-11-26,Meta Ads,Prospecting,61.06,531,36573,0.11,0.0145
2025-11-26,TikTok Ads,Prospecting,182.02,828,3530,0.22,0.2346
2025-11-27,Google Ads,Retargeting,151.65,570,44203,0.27,0.0129
2025-11-27,Meta Ads,Prospecting,395.56,1679,40845,0.24,0.0411
2025-11-27,TikTok Ads,Brand,79.67,1184,44304,0.07,0.0267
2025-11-28,Google Ads,Prospecting,421.28,1755,12716,0.24,0.138
2025-11-28,Meta Ads,Prospecting,242.11,920,1581,0.26,0.5819
2025-11-28,TikTok Ads,Prospecting,37.76,754,32470,0.05,0.0232
2025-11-29,Google Ads,Retargeting,425.28,466,27778,0.91,0.0168
2025-11-29,Meta Ads,Brand,298.19,182,19117,1.64,0.0095
2025-11-29,TikTok Ads,Retargeting,284.69,1972,5197,0.14,0.3794
2025-11-30,Google Ads,Prospecting,106.31,1588,19097,0.07,0.0832
2025-11-30,Meta Ads,Prospecting,437.15,280,15904,1.56,0.0176
2025-11-30,TikTok Ads,Retargeting,103.76,1804,41497,0.06,0.0435
2025-12-01,Google Ads,Retargeting,43.8,254,43899,0.17,0.0058
2025-12-01,Meta Ads,Brand,108.44,1057,29856,0.1,0.0354
2025-12-01,TikTok Ads,Retargeting,172.32,1153,48012,0.15,0.024
2025-12-02,Google Ads,Brand,49.19,1483,17977,0.03,0.0825
2025-12-02,Meta Ads,Prospecting,27.74,1750,24156,0.02,0.0724
2025-12-02,TikTok Ads,Retargeting,364.79,1249,16381,0.29,0.0762
2025-12-03,Google Ads,Prospecting,72.4,1058,30085,0.07,0.0352
2025-12-03,Meta Ads,Brand,265.3,505,14372,0.53,0.0351
2025-12-03,TikTok Ads,Prospecting,293.78,1718,45631,0.17,0.0376
2025-12-04,Google Ads,Prospecting,54.27,893,19552,0.06,0.0457
2025-12-04,Meta Ads,Brand,31.85,1263,24611,0.03,0.0513
2025-12-04,TikTok Ads,Prospecting,488.05,1857,43728,0.26,0.0425
2025-12-05,Google Ads,Prospecting,245.93,622,41757,0.4,0.0149
2025-12-05,Meta Ads,Brand,96.95,111,20062,0.87,0.0055
2025-12-05,TikTok Ads,Brand,457.7,72,7962,6.36,0.009
2025-12-06,Google Ads,Retargeting,121.51,661,34475,0.18,0.0192
2025-12-06,Meta Ads,Retargeting,394.82,1060,39108,0.37,0.0271
2025-12-06,TikTok Ads,Retargeting,185.15,460,25827,0.4,0.0178
2025-12-07,Google Ads,Retargeting,35.65,1507,10835,0.02,0.1391
2025-12-07,Meta Ads,Prospecting,386.05,1349,6140,0.29,0.2197
2025-12-07,TikTok Ads,Brand,480.14,479,38054,1.0,0.0126
2025-12-08,Google Ads,Retargeting,498.95,1310,36928,0.38,0.0355
2025-12-08,Meta Ads,Retargeting,220.68,1521,8945,0.15,0.17
2025-12-08,TikTok Ads,Retargeting,403.14,1263,31954,0.32,0.0395
2025-12-09,Google Ads,Retargeting,271.74,923,21770,0.29,0.0424
2025-12-09,Meta Ads,Prospecting,113.61,1198,20206,0.09,0.0593
2025-12-09,TikTok Ads,Brand,177.77,1656,24721,0.11,0.067
2025-12-10,Google Ads,Brand,238.79,1552,8563,0.15,0.1812
2025-12-10,Meta Ads,Retargeting,135.7,1520,27864,0.09,0.0546
2025-12-10,TikTok Ads,Prospecting,58.25,1167,34137,0.05,0.0342
2025-12-11,Google Ads,Brand,459.03,1358,32729,0.34,0.0415
2025-12-11,Meta Ads,Retargeting,130.57,1630,28449,0.08,0.0573
2025-12-11,TikTok Ads,Brand,293.28,1713,9210,0.17,0.186
2025-12-12,Google Ads,Retargeting,137.57,1882,27713,0.07,0.0679
2025-12-12,Meta Ads,Retargeting,300.68,302,40685,1.0,0.0074
2025-12-12,TikTok Ads,Prospecting,402.01,719,21568,0.56,0.0333
2025-12-13,Google Ads,Brand,59.12,882,34097,0.07,0.0259
2025-12-13,Meta Ads,Brand,296.49,1315,13982,0.23,0.094
2025-12-13,TikTok Ads,Brand,440.67,51,11929,8.64,0.0043
2025-12-14,Google Ads,Brand,220.94,1587,37344,0.14,0.0425
2025-12-14,Meta Ads,Retargeting,466.46,1541,7618,0.3,0.2023
2025-12-14,TikTok Ads,Brand,437.34,1727,29273,0.25,0.059
2025-12-15,Google Ads,Brand,351.22,169,9675,2.08,0.0175
2025-12-15,Meta Ads,Retargeting,436.1,1901,26435,0.23,0.0719
2025-12-15,TikTok Ads,Prospecting,190.1,843,46673,0.23,0.0181
2025-12-16,Google Ads,Retargeting,135.89,620,8800,0.22,0.0705
2025-12-16,Meta Ads,Prospecting,450.76,1859,23062,0.24,0.0806
2025-12-16,TikTok Ads,Retargeting,312.2,240,48328,1.3,0.005
2025-12-17,Google Ads,Brand,55.4,1905,24262,0.03,0.0785
2025-12-17,Meta Ads,Prospecting,457.12,1311,30475,0.35,0.043
2025-12-17,TikTok Ads,Retargeting,420.71,612,32267,0.69,0.019
2025-12-18,Google Ads,Retargeting,84.61,395,48428,0.21,0.0082
2025-12-18,Meta Ads,Retargeting,459.84,1938,34382,0.24,0.0564
2025-12-18,TikTok Ads,Brand,93.08,35,39899,2.66,0.0009
2025-12-19,Google Ads,Retargeting,197.54,1349,30722,0.15,0.0439
2025-12-19,Meta Ads,Prospecting,173.81,381,34336,0.46,0.0111
2025-12-19,TikTok Ads,Retargeting,302.28,1954,7350,0.15,0.2659
2025-12-20,Google Ads,Brand,162.73,718,4164,0.23,0.1724
2025-12-20,Meta Ads,Retargeting,268.49,1095,38999,0.25,0.0281
2025-12-20,TikTok Ads,Retargeting,425.15,893,19694,0.48,0.0453
2025-12-21,Google Ads,Prospecting,204.35,1570,12692,0.13,0.1237
2025-12-21,Meta Ads,Brand,40.13,1955,49144,0.02,0.0398
2025-12-21,TikTok Ads,Retargeting,121.13,1083,19235,0.11,0.0563
2025-12-22,Google Ads,Retargeting,442.2,663,7518,0.67,0.0882
2025-12-22,Meta Ads,Prospecting,156.7,262,19864,0.6,0.0132
2025-12-22,TikTok Ads,Prospecting,253.59,478,12096,0.53,0.0395
2025-12-23,Google Ads,Prospecting,470.82,551,40725,0.85,0.0135
2025-12-23,Meta Ads,Brand,463.77,1384,19260,0.34,0.0719
2025-12-23,TikTok Ads,Brand,66.07,1150,34338,0.06,0.0335
2025-12-24,Google Ads,Brand,33.13,1868,3604,0.02,0.5183
2025-12-24,Meta Ads,Retargeting,278.2,419,1436,0.66,0.2918
2025-12-24,TikTok Ads,Prospecting,419.6,72,25218,5.83,0.0029
2025-12-25,Google Ads,Brand,155.28,1961,38431,0.08,0.051
2025-12-25,Meta Ads,Prospecting,371.4,1086,9269,0.34,0.1172
2025-12-25,TikTok Ads,Prospecting,161.57,244,47940,0.66,0.0051
2025-12-26,Google Ads,Retargeting,461.21,265,30124,1.74,0.0088
2025-12-26,Meta Ads,Prospecting,256.76,197,9966,1.3,0.0198
2025-12-26,TikTok Ads,Prospecting,371.18,258,24181,1.44,0.0107
2025-12-27,Google Ads,Brand,377.25,475,48668,0.79,0.0098
2025-12-27,Meta Ads,Brand,177.02,1058,22976,0.17,0.046
2025-12-27,TikTok Ads,Prospecting,237.66,1526,34609,0.16,0.0441
2025-12-28,Google Ads,Retargeting,392.98,1467,46084,0.27,0.0318
2025-12-28,Meta Ads,Prospecting,448.29,98,29401,4.57,0.0033
2025-12-28,TikTok Ads,Brand,467.54,1646,35163,0.28,0.0468
2025-12-29,Google Ads,Prospecting,111.39,1163,44327,0.1,0.0262
2025-12-29,Meta Ads,Retargeting,37.11,1319,42109,0.03,0.0313
2025-12-29,TikTok Ads,Brand,138.04,1220,25655,0.11,0.0476
2025-12-30,Google Ads,Brand,343.21,563,31809,0.61,0.0177
2025-12-30,Meta Ads,Brand,252.56,403,49074,0.63,0.0082
2025-12-30,TikTok Ads,Prospecting,155.65,426,42600,0.37,0.01
2025-12-31,Google Ads,Brand,476.4,1775,48401,0.27,0.0367
2025-12-31,Meta Ads,Retargeting,122.81,909,5408,0.14,0.1681
2025-12-31,TikTok Ads,Prospecting,287.71,447,47529,0.64,0.0094
